Nome|Difficolta|Costo|Diete|Ingredienti
Insalata con tonno, mozzarella e peperoni|Facile|Medio|Senza glutine; |Peperoni gialli; Peperoni rossi; Pomodori cuore di bue; Pomodorini datterini; Peperoncino fresco; Acciughe (alici); Tonno sott'olio; Olive nere; Mozzarella; Basilico; Scarola (indivia); Olio extravergine d'oliva; Aceto di mele; Sale fino; Pepe nero; 

Fiocchi di latte|Facile|Basso|Senza glutine; Vegetariano; Light; |Latte scremato; Sale fino; Aceto di vino bianco; 

Insalata di aringa affumicata|Facile|Medio|Senza glutine; |Aringa affumicata; Patate; Mele Granny Smith; Cipolle rosse; Latte intero; Yogurt greco; Erba cipollina; Succo di limone; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Patate filanti|Molto facile|Basso|Senza glutine; Vegetariano; |Patate rosse; Provola; Grana Padano DOP; Timo; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Insalata di cavolo cappuccio|Facile|Medio|Senza glutine; Vegetariano; Senza lattosio; |Cavolo cappuccio; Succo di limone; Sale fino; Zucchero; Pepe nero; Fagioli dall'occhio secchi; Parmigiano Reggiano DOP; Mandarini; Maggiorana; Miele millefiori; Olio extravergine d'oliva; Sale fino; 

Cavoletti di Bruxelles con gorgonzola e noci|Facile|Medio|Vegetariano; |Cavoletti di Bruxelles; Gorgonzola; Gherigli di noci; Burro; Pangrattato; 

Patate americane con cheddar e bacon|Molto facile|Medio||Patate dolci (o americane); Bacon; Cheddar; Salvia; Timo; Sale grosso; Olio extravergine d'oliva; Pepe nero; 

Patate raganate|Molto facile|Molto basso|Vegetariano; |Patate; Cipolle bianche; Pomodori ramati; Pane raffermo; Pecorino romano; Origano; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Insalata di sedano e peperoni|Facile|Basso|Senza lattosio; Vegetariano; |Peperoni rossi; Sedano; Lattuga iceberg; Olive verdi; Aglio; Olio extravergine d'oliva; Pane casereccio; Olio extravergine d'oliva; Aceto di vino bianco; Senape; Miele; Acqua; Sale fino; Pepe nero; 

Insalata di lenticchie con pancetta e verdure|Molto facile|Basso|Senza lattosio; |Lenticchie secche; Pancetta affumicata; Carote; Cavoletti di Bruxelles; Songino; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Bandiera|Molto facile|Molto basso|Senza glutine; Senza lattosio; Vegetariano; |Peperoni verdi; Cipolle bianche; Pomodori ramati; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Carote speziate|Facile|Basso|Senza glutine; Senza lattosio; Vegetariano; Light; |Carote baby; Alloro; Ginepro; Pepe nero in grani; Chiodi di garofano; Cardamomo; Cannella in stecche; Olio extravergine d'oliva; Sale fino; Cannella in polvere; Noce moscata; 

Insalata primavera con verdure e formaggi|Molto facile|Basso||Zucchine baby; Taccole; Fagiolini; Pomodorini ciliegino; Carote; Tilsit; Grana Padano DOP; Maggiorana; Timo; Origano; Fiori di zucca; Acqua gassata; Tilsit; Farina 00; Acciughe sott'olio; Bicarbonato; Sale fino; Yogurt bianco naturale; Senape di Digione; Miele; Senape dolce; Succo di limone; 

Insalata di cetrioli|Molto facile||Vegetariano; Senza glutine; |Cetrioli; Pomodorini gialli; Pomodorini datterini; Cipollotti rossi; Spinacini; Yogurt greco; Olio extravergine d'oliva; Aceto di mele; Sale fino; Pepe nero; 

Melanzane al forno con patate|Molto facile|Basso|Senza glutine; Vegetariano; |Melanzane; Patate; Scamorza (provola); Timo; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Insalata invernale|Molto facile||Vegetariano; |Spinacini; Barbabietole precotte; Pere kaiser; Gorgonzola; Gherigli di noci; Olio extravergine d'oliva; Sale fino; Aceto balsamico; 

Patatine novelle caramellate|Facile|Basso|Senza glutine; Vegetariano; |Patate novelle; Burro; Zucchero di canna; Succo di limone; Prezzemolo; Paprika; Sale fino; Scorza di limone; 

Insalata con scamorza e verdure grigliate|Facile|Basso|Senza glutine; Vegetariano; |Zucchine; Melanzane; Peperoni rossi; Peperoni gialli; Pomodori ramati; Scamorza (provola); Insalata mista; Sale fino; Pepe nero; Olio extravergine d'oliva; 

Zucca in agrodolce alla siciliana|Facile|Basso|Senza glutine; Senza lattosio; Vegetariano; |Zucca rossa; Olio extravergine d'oliva; Zucchero; Sale fino; Aceto di vino bianco; Aglio; Menta; 

Colcannon|Facile|Basso|Senza glutine; Vegetariano; |Patate; Verza; Cipollotti; Olio extravergine d'oliva; Latte intero; Sale fino; Pepe nero; Burro; 

Insalata di kiwi|Facile||Senza glutine; Vegetariano; |Kiwi; Cheddar; Peperoni gialli; Peperoni verdi; Succo di limone; Pomodorini ciliegino; Mais; Peperoncino; Olio extravergine d'oliva; Sale fino; 

Insalata di spinaci con patate salmone e feta|Facile|Medio|Senza glutine; |Filetto di salmone; Spinaci; Feta; Patate novelle; Limoni; Arance; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Melanzane e patate alle mandorle|Facile|Basso|Senza glutine; Senza lattosio; Vegetariano; |Melanzane ovali nere; Patate; Mandorle; Olio extravergine d'oliva; Sale fino; Pepe nero; Basilico; 

Pura di fagioli con speck croccante|Facile|Basso|Senza lattosio; |Fagioli cannellini secchi; Speck; Aglio; Sale fino; Pepe nero; Olio extravergine d'oliva; Aneto; Olio extravergine d'oliva; 

Finocchi gratinati alle mandorle|Molto facile|Basso|Vegetariano; |Finocchi; Provola; Pangrattato; Mandorle in scaglie; Prezzemolo; Rosmarino; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Spinaci ricchi con besciamella|Molto facile|Molto basso|Vegetariano; |Olio extravergine d'oliva; Cipolle; Grana Padano DOP; Spinaci; Sale fino; Latte intero; Farina 00; Burro; Sale fino; Noce moscata; 

Insalata gratinata di radicchio, nocciole e scamorza|Facile|Basso|Senza glutine; Vegetariano; |Radicchio; Nocciole; Scamorza affumicata; Olio extravergine d'oliva; Salvia; Noce moscata; Sale fino; Pepe nero; 

Cavoletti di Bruxelles brasati alla birra|Molto facile|Molto basso|Vegetariano; |Cavoletti di Bruxelles; Birra chiara; Scalogno; Burro; Zucchero; Alloro; Sale fino; Pepe nero; 

Pommes Anna|Facile|Molto basso|Senza glutine; Vegetariano; |Patate; Burro; Sale fino; Pepe nero; 

Zucca allo zenzero|Molto facile|Molto basso|Vegetariano; |Zucca mantovana; Zenzero fresco; Porri; Brodo vegetale; Paprika dolce; Amaretti; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Cavolfiore alla catalana|Molto facile|Molto basso|Senza glutine; Senza lattosio; Vegetariano; |Cavolfiore; Uova; Capperi sotto sale; Prezzemolo; Sale fino; Olio extravergine d'oliva; Aceto di vino rosso; Succo di limone; Aglio; Zucchero; Paprika dolce; 

Patatine novelle al vino rosso|Facile|Basso|Senza glutine; Vegetariano; |Patate novelle; Scalogno; Vino rosso; Pepe nero; Salvia; Burro; Sale fino; 

Insalata di fagioli misti e zucca|Facile|Basso|Senza glutine; Senza lattosio; Vegetariano; |Fagioli; Gherigli di noci; Olio extravergine d'oliva; Sale fino; Pepe nero; Alloro; Timo; Zucca delica; Scalogno; Sale fino; Pepe nero; Rosmarino; Spinacini; Succo di limone; Olio extravergine d'oliva; Sale fino; Pepe nero; 

Pura di sedano rapa alla panna|Facile|Basso|Senza glutine; Vegetariano; |Sedano rapa; Burro; Pepe bianco; Panna fresca liquida; Sale fino; Grana Padano DOP; 

Pura di patate e lenticchie|Facile|Molto basso|Senza glutine; Vegetariano; |Patate; Latte intero; Burro; Sale fino; Noce moscata; Lenticchie secche; Sedano; Carote; Cipolle; Alloro; Rosmarino; Olio extravergine d'oliva; 

Funghi e radicchio in padella|Facile|Basso|Senza glutine; Senza lattosio; Vegetariano; |Funghi champignon; Radicchio; Olio extravergine d'oliva; Aglio; Sale fino; Pepe nero; Vino rosso; 

Rosticciata (grostl) ai finferli con speck|Media|Medio|Senza lattosio; |Patate; Speck; Aglio; Sale fino; Pepe nero; Funghi finferli (gallinacci); Cipolle; Olio extravergine d'oliva; Brodo vegetale; 

Barbabietole agrodolci al finocchietto|Facile||Senza lattosio; Vegetariano; |Barbabietole precotte; Zucchero; Semi di finocchio; Aceto di vino bianco; Vino rosso; 

Carotine al miele|Molto facile|Medio|Senza lattosio; Vegetariano; |Carote baby; Miele millefiori; Aceto di vino bianco; Olio extravergine d'oliva; Mandorle in scaglie; Sale fino; Pepe nero; 

Pannocchia al cartoccio|Molto facile|Basso|Senza glutine; Senza lattosio; Vegetariano; Light; |Pannocchia di mais; Sale fino; Pepe nero; Sale grosso; 

Porri grigliati|Facile|Basso|Senza glutine; Senza lattosio; Vegetariano; |Porri; Olio extravergine d'oliva; Sale fino; Pepe nero; Menta; Prezzemolo; Aneto; Rosmarino; Aceto balsamico; 

Zucca gratinata con scaglie di ricotta affumicata|Molto facile|Molto basso|Senza glutine; Vegetariano; |Zucca; Olio extravergine d'oliva; Sale fino; Pepe nero; Rosmarino; Ricotta affumicata; 

Radicchio alla piastra con pancetta e pepe rosa|Facile|Medio|Senza lattosio; |Radicchio; Pancetta affumicata; Pepe rosa; Paprika dolce; Olio extravergine d'oliva; Sale fino; 

Insalata di castagne|Molto facile|Basso|Vegetariano; |Castagne; Insalata; Roquefort; Pane; Olio extravergine d'oliva; Peperoncino secco; Senape di Digione; Miele; Succo di limone; 

Stoemp belga alle carote|Facile|Basso||Patate; Carote; Pancetta affumicata; Burro; Panna fresca liquida; Sale fino; Pepe nero; Noce moscata; 

Patate apparecchiate|Facile|Basso|Senza glutine; Senza lattosio; Vegetariano; |Patate; Cipolle bianche; Capperi sotto sale; Olive verdi; Olio extravergine d'oliva; Aceto di vino bianco; Zucchero; Sale fino; 

Rape glassate al miele e spezie|Facile|Basso|Senza lattosio; Vegetariano; |Rape; Miele millefiori; Paprika dolce; Zenzero in polvere; Cumino in polvere; Senape gialla in polvere; Timo; Acqua; Sale fino; Olio extravergine d'oliva; 

Grigliata di zucca e porcini|Facile|Elevato|Senza glutine; Vegetariano; |Zucca delica; Funghi porcini; Rosmarino; Timo; Olio extravergine d'oliva; Sale fino; Pepe nero; Fontina; Panna fresca liquida; Noce moscata; 

Cipolline all'uvetta|Facile|Basso|Senza glutine; Vegetariano; |Cipolle borettane; Uvetta; Aceto di mele; Marsala; Burro; Sale fino; Pepe nero; Acqua; 

Insalata di cachi e melagrana|Facile||Vegetariano; |Songino; Melagrana; Cachi; Pecorino; Vene cress; Senape di Digione; Olio extravergine d'oliva; 

Pancake allo sciroppo d'acero|Facile|Basso||Farina 00; Latte intero; Burro; Zucchero; Uova; Lievito in polvere per dolci; Sale fino; Sciroppo di acero; 

Crepe dolci e salate (ricetta base)|Facile|Basso||Uova; Farina 00; Latte intero; Burro; Burro; 

Tiramisa|Facile|Medio||Mascarpone; Uova; Savoiardi; Zucchero; Caffa; Cacao amaro in polvere; 

Torta tenerina|Facile|Medio||Cioccolato fondente al 55%; Burro; Uova; Zucchero; Farina 00; Zucchero a velo; 

New York Cheesecake|Media|Medio||Biscotti Digestive; Burro; Sale fino; Formaggio fresco spalmabile; Panna acida; Zucchero; Uova; Amido di mais (maizena); Estratto di vaniglia; Scorza di limone; Succo di limone; More; Mirtilli; Lamponi; Zucchero; Amido di mais (maizena); Acqua; Frutti di bosco; Menta; 

Tortino di cioccolato con cuore fondente|Facile|Basso||Cioccolato fondente al 70%; Burro; Uova; Zucchero; Farina 00; Burro; Farina 00; Zucchero a velo; 

Muffin con gocce di cioccolato|Facile|Basso||Burro; Farina 00; Zucchero; Latte intero; Uova; Gocce di cioccolato fondente; Baccello di vaniglia; Bicarbonato; Sale fino; Lievito in polvere per dolci; 

Crepe alla Nutella|Facile|Basso||Uova; Farina 00; Latte intero; Burro; Burro; Nutella; Zucchero a velo; 

Brownies|Facile|Basso||Cioccolato fondente al 55%; Nocciole intere spellate; Zucchero; Burro; Uova; Farina 00; Cacao amaro in polvere; Sale fino; 

Pan di Spagna|Media||Senza lattosio; |Uova; Zucchero; Baccello di vaniglia; Farina 00; Fecola di patate; Sale fino; 

Plumcake allo yogurt|Facile||Farina 00; Uova; Burro; Zucchero a velo; Yogurt greco; Fecola di patate; Lievito in polvere per dolci; Baccello di vaniglia; Sale fino; Burro; Farina 00; 

Torta magica|Media||Latte intero; Zucchero; Burro; Farina 00; Uova; Acqua; Estratto di vaniglia; Succo di limone; Sale fino; Zucchero a velo; Burro; 

Torta della nonna|Media|Medio||Farina 00; Burro; Zucchero; Uova; Scorza di limone; Latte intero; Zucchero; Farina 00; Tuorli; Scorza di limone; Pinoli; Albumi; Zucchero a velo; 

Crostata alla frutta|Media|Elevato||Tuorli; Farina 00; Baccello di vaniglia; Zucchero a velo; Burro; Scorza di limone; Zucchero; Tuorli; Latte intero; Amido di mais (maizena); Farina 00; Fragole; Kiwi; Ananas; Mirtilli; Lamponi; More; Menta; 

Chiffon cake|Facile|Basso|Senza lattosio; |Zucchero; Farina 00; Acqua; Olio di semi di girasole; Uova; Baccello di vaniglia; Scorza di limone; Lievito in polvere per dolci; Cremor tartaro; Sale fino; Zucchero a velo; 

Muffin al cioccolato|Facile|Basso||Cacao amaro in polvere; Farina 00; Zucchero; Burro; Cioccolato fondente; Uova; Latte intero; Lievito in polvere per dolci; Bicarbonato; 

Pastiera napoletana|Difficile|Medio||Farina 00; Strutto; Burro; Zucchero; Miele millefiori; Uova; Latte intero; Scorza di limone; Scorza d'arancia; Sale fino; Grano cotto; Latte intero; Burro; Scorza di limone; Scorza d'arancia; Sale fino; Ricotta di pecora; Zucchero; Cedro candito; Miele millefiori; Uova; Tuorli; Acqua di fiori d'arancio; Latte intero; Scorza d'arancia; Scorza di limone; Zucchero a velo; 

Crema pasticcera|Facile|||Latte intero; Zucchero; Tuorli; Amido di riso; Baccello di vaniglia; Scorza di limone; 

Torta al cioccolato|Molto facile|Basso||Cioccolato fondente al 55%; Burro; Zucchero; Farina 00; Cacao amaro in polvere; Uova; Lievito in polvere per dolci; Sale fino; Cacao amaro in polvere; 

Torta di fragole|Facile|Basso||Fragole; Uova; Farina 00; Burro; Zucchero; Succo di limone; Lievito in polvere per dolci; Fragole; Confettura di fragole; Panna fresca liquida; Zucchero a velo; Fragole; 

Torta caprese|Facile|Elevato||Cioccolato fondente al 50%; Mandorle pelate; Nocciole intere spellate; Zucchero a velo; Burro; Fecola di patate; Cacao amaro in polvere; Albumi; Tuorli; Lievito in polvere per dolci; Baccello di vaniglia; Sale fino; Zucchero a velo; 

Torta di mele|Facile|Basso||Mele renette; Zucchero; Farina 00; Burro; Latte intero; Uova; Limoni; Lievito in polvere per dolci; Cannella in polvere; Sale fino; Zucchero a velo; 

Meringa alla francese (impasto base)|Media|Molto basso|Senza lattosio; |Albumi; Zucchero a velo; Succo di limone; 

Panna cotta|Facile|Basso||Panna fresca liquida; Baccello di vaniglia; Zucchero; Gelatina in fogli; 

Rotolo alla Nutella|Media|Basso||Uova; Zucchero; Farina 00; Estratto di vaniglia; Nutella; Zucchero a velo; Cacao amaro in polvere; 

Sachertorte|Media|Basso||Cioccolato fondente al 60%; Tuorli; Albumi; Burro; Farina 00; Zucchero a velo; Zucchero; Baccello di vaniglia; Sale fino; Confettura di albicocche; Cioccolato fondente al 60%; Panna fresca liquida; 

Pasta frolla|Media|||Uova; Farina 00; Zucchero a velo; Burro; Scorza di limone; 

Crostata alla confettura di albicocche|Facile|Basso||Farina 00; Burro; Zucchero a velo; Tuorli; Miele di acacia; Scorza di limone; Baccello di vaniglia; Sale fino; Confettura di albicocche; Scorza di limone; 

Cream tart|Difficile|Medio||Farina 00; Farina di mandorle; Burro; Uova; Zucchero; Panna fresca liquida; Mascarpone; Zucchero a velo; Baccello di vaniglia; Macarons; Fragole; More; Cioccolato fondente; Zucchero a velo; 

Dorayaki|Facile|Medio|Senza lattosio; |Acqua; Farina 00; Zucchero a velo; Uova; Lievito in polvere per dolci; Miele; Olio di semi; 

Macarons|Difficile|Basso||Farina di mandorle; Zucchero a velo; Albumi; Zucchero; Acqua; Panna fresca liquida; Cioccolato bianco; Burro; Baccello di vaniglia; 

Cookies|Media|Basso||Farina 00; Burro; Bicarbonato; Uova; Zucchero di canna; Zucchero; Gocce di cioccolato fondente; Sale fino; 

Red Velvet Cake|Difficile|Medio||Burro; Zucchero; Uova; Sale fino; Baccello di vaniglia; Coloranti alimentari; Cacao amaro in polvere; Yogurt bianco naturale; Farina 00; Lievito in polvere per dolci; Aceto di vino bianco; Formaggio fresco; Burro; Zucchero a velo; Scorza di limone; Lamponi; Oro alimentare; Meringhe; 

Cheesecake alla Nutella|Molto facile||Biscotti Digestive; Burro; Nutella; Formaggio fresco spalmabile; Granella di nocciole; 

American muffin|Facile|Molto basso||Uova; Burro; Zucchero; Farina 00; Lievito in polvere per dolci; Sale fino; Latte intero; Scorza di limone; Baccello di vaniglia; 

Torta all'acqua al cioccolato|Molto facile|Molto basso|Senza lattosio; |Acqua; Farina 00; Zucchero; Cioccolato fondente; Olio di semi; Lievito in polvere per dolci; Scorza d'arancia; 

Torta al latte caldo|Facile|Basso||Latte intero; Uova; Farina 00; Zucchero; Burro; Lievito in polvere per dolci; Scorza di limone; Sale fino; 

Torta paradiso|Facile|Basso||Burro; Zucchero a velo; Zucchero; Sale fino; Fecola di patate; Lievito in polvere per dolci; Farina 00; Baccello di vaniglia; Tuorli; Uova; Scorza di limone; Scorza d'arancia; Zucchero a velo; 

Torta di mele e mascarpone|Facile|Basso||Mele Golden; Mascarpone; Farina 00; Zucchero; Uova; Lievito in polvere per dolci; Baccello di vaniglia; Sale fino; Burro; Farina 00; 

Cheesecake leggera|Molto facile||Biscotti secchi integrali; Burro light; Formaggio fresco spalmabile light; Yogurt magro; Fruttosio; Gelatina in fogli; Acqua; Baccello di vaniglia; 

Crema al mascarpone|Molto facile|Basso||Mascarpone; Zucchero; Tuorli; Acqua; Cacao amaro in polvere; 

Salame di cioccolato|Molto facile|Basso||Cioccolato fondente; Burro; Biscotti secchi; Zucchero; Rum; Cacao amaro in polvere; Zucchero a velo; 

Pasta frolla morbida|Facile|||Farina 00; Burro; Zucchero a velo; Uova; Lievito in polvere per dolci; Scorza di limone; Sale fino; 

Torta di yogurt al cioccolato|Facile|Basso||Cioccolato fondente; Farina 00; Yogurt greco; Scorza d'arancia; Uova; Tuorli; Zucchero; Olio di semi; Lievito in polvere per dolci; 

Cheesecake alle fragole|Facile|Basso||Biscotti secchi al cioccolato; Burro; Zucchero di canna; Fragole; Mascarpone; Ricotta vaccina; Panna fresca liquida; Zucchero a velo; Gelatina in fogli; Fragole; Biscotti secchi al cioccolato; 

Crostata di fragole fresche|Media|Medio||Farina 00; Burro; Zucchero a velo; Uova; Scorza di limone; Tuorli; Amido di mais (maizena); Zucchero; Latte intero; Panna fresca liquida; Baccello di vaniglia; Zucchero; Acqua; Succo di limone; Fragole; 

Torta alla ricotta e cioccolato|Facile|Basso||Ricotta vaccina; Cioccolato fondente; Uova; Zucchero; Burro; Farina 00; Lievito in polvere per dolci; Latte intero; Zucchero a velo; 

Torta Pan di Stelle|Facile||Biscotti; Panna fresca liquida; Cioccolato fondente; Zucchero a velo; Latte intero; Latte intero; Zucchero a velo; Cacao amaro in polvere; 

Banana bread|Molto facile|Basso||Banane; Farina 00; Burro; Zucchero; Uova; Lievito in polvere per dolci; Bicarbonato; Cannella in polvere; Sale fino; Succo di limone; Burro; Farina 00; 

Profiteroles al cioccolato|Media|Basso||Acqua; Latte intero; Burro; Sale fino; Zucchero; Farina 00; Uova; Tuorli; Acqua; Panna fresca liquida; Zucchero a velo; Baccello di vaniglia; Acqua; Cioccolato fondente; Panna fresca liquida; Zucchero; Fiocchi di sale; 

Sbriciolata alla Nutella|Media|Basso||Farina 00; Burro; Lievito in polvere per dolci; Baccello di vaniglia; Sale fino; Uova; Zucchero a velo; Nutella; Ricotta vaccina; 

Biscotti con gocce di cioccolato|Facile|Basso||Gocce di cioccolato; Farina 00; Uova; Zucchero di canna; Baccello di vaniglia; Bicarbonato; Sale fino; Burro; 
